UPC#12,UPC#11,KEHE#,CUST ITEM#,BRAND,ITEM DESC,SIZE,UOM,PACK,CASE PRICE,RETAIL PRICE,CAT1,CAT2,CAT3,CLASS DESC,DIV DESC,DEPARTMENT,ITEM STATUS,CASE LENGTH,CASE WIDTH,CASE HEIGHT,CASE WEIGHT
047495400700,04749540070,2300800,,NATURES BAKERY,NATURES BAKERY BAR DBL CHOC BRWNIE,1.590,OZ,12,10.440,1.29,Natural Grocery,BREAKFAST BARS,BREAKFAST BARS/TOAST,BREAKFAST BARS,NATURAL GROCERY,100,ACTIVE,0000017,11.06,5.880,9.370
850032677219,85003267721,2300845,,SWEET NOTHINGS,SWEET NOTHINGS BARS NUT CHOC PNUT BTTR,1.400,OZ,12,22.200,2.69,Specialty Groce,NUTRITION BARS,LIFESTYLE,NUTRITION BARS,SPECIALTY GROCERY,100,ACTIVE,0000009,9.88,3.500,2.700
850032677202,85003267720,2300848,,SWEET NOTHINGS,SWEET NOTHINGS BARS NUT OATML RAISN PB,1.400,OZ,12,22.200,2.69,Specialty Groce,NUTRITION BARS,LIFESTYLE,NUTRITION BARS,SPECIALTY GROCERY,100,ACTIVE,0000009,9.88,3.500,2.700
855019000127,85501900012,2300857,,BOTTICELLI,BOTTICELLI OIL OLIVE FRYING,16.90,FO,6,59.040,14.09,Specialty Groce,OILS,OLIVE OILS,OILS & VINEGARS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,5.78,9.290,10.400
850037992515,85003799251,2300933,,FIRE AND SMOKE,FIRE AND SMOKE SAUCE SWEET PREACHER,20.00,OZ,6,24.600,5.89,Specialty Groce,CONDIMENTS DRES,BBQ SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,6.50,8.000,11.700
850037992522,85003799252,2300947,,FIRE AND SMOKE,FIRE AND SMOKE SAUCE  CHERRY SMOKED,20.00,OZ,6,24.600,5.89,Specialty Groce,CONDIMENTS DRES,BBQ SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,6.50,8.000,11.700
810095660610,81009566061,2300968,,BOTTICELLI,BOTTICELLI OIL BAKING EVOO,16.90,FO,6,59.040,14.09,Specialty Groce,OILS,OLIVE OILS,OILS & VINEGARS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.78,9.290,10.400
810095660634,81009566063,2300969,,BOTTICELLI,BOTTICELLI OIL FINISHING EVOO,16.90,FO,6,59.040,14.09,Specialty Groce,OILS,OLIVE OILS,OILS & VINEGARS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.78,9.290,10.400
856823004974,85682300497,2300979,,JACKSONS CHIPS,JACKSONS CHIPS CHIPS RNCH AVCD SWT PTTO,5.000,OZ,12,36.360,4.39,Specialty Groce,CHIPS & PRETZEL,POTATO CHIPS,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000019,11.62,8.250,4.250
077079004598,07707900459,2300989,,SOUTHERN RECIPE,SOUTHERN RECIPE SMALL BAT CROUTONS BUTTER N G,2.000,OZ,6,16.560,3.99,Specialty Groce,CONDIMENTS DRES,SALAD TOPPERS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,10.00,10.750,2.250
077079004604,07707900460,2300990,,SOUTHERN RECIPE,SOUTHERN RECIPE SMALL BAT CROUTONS HERB ITALI,2.000,OZ,6,16.560,3.99,Specialty Groce,CONDIMENTS DRES,SALAD TOPPERS,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,10.00,10.750,2.250
850023229373,85002322937,2301039,,SAFELY,SAFELY SOAP DISH LIQ RISE,16.00,FO,6,26.940,6.49,General Merchan,CLEANING PRODUC,DISHWASHING PRODUCTS,CLEANING PRODUCTS,GENERAL MERCHANDISE,100,ACTIVE,0000007,5.25,8.750,6.750
850044060092,85004406009,2301045,,SAFELY,SAFELY KIT AIR FRSH PLUGIN CALM,.670,FO,6,31.200,7.49,General Merchan,CLEANING PRODUC,AIR FRESHENERS,CLEANING PRODUCTS,GENERAL MERCHANDISE,100,MANUFACTURER_TEMP_OUT,0000015,6.02,6.570,3.350
850044060115,85004406011,2301046,,SAFELY,SAFELY KIT AIR FRSH PLUGIN BRI,.670,FO,6,31.200,7.49,General Merchan,CLEANING PRODUC,AIR FRESHENERS,CLEANING PRODUCTS,GENERAL MERCHANDISE,100,ACTIVE,0000015,6.02,6.570,3.350
850023229403,85002322940,2301047,,SAFELY,SAFELY AIR FRSH PLUGIN RFL RISE,1.340,FO,8,62.400,11.19,General Merchan,CLEANING PRODUC,AIR FRESHENERS,CLEANING PRODUCTS,GENERAL MERCHANDISE,100,MANUFACTURER_TEMP_OUT,0000020,6.02,6.570,4.970
850044060146,85004406014,2301049,,SAFELY,SAFELY AIR FRSH PLUGIN RFL CALM,1.340,FO,8,62.400,11.19,General Merchan,CLEANING PRODUC,AIR FRESHENERS,CLEANING PRODUCTS,GENERAL MERCHANDISE,100,MANUFACTURER_TEMP_OUT,0000020,6.02,6.570,4.970
850023229267,85002322926,2301051,,SAFELY,SAFELY SOAP DISH LIQ CALM,16.00,FO,6,26.940,6.49,General Merchan,CLEANING PRODUC,DISHWASHING PRODUCTS,CLEANING PRODUCTS,GENERAL MERCHANDISE,100,ACTIVE,0000007,5.25,8.750,6.750
850020097333,85002009733,2301110,,PECAN NATION,PECAN NATION PECANS PN CINNAMON,1.000,OZ,8,11.040,1.99,Specialty Groce,NUT SEED DRD FR,NUTS,NUT SEED DRD FRUIT TRAIL MIXES,SPECIALTY GROCERY,100,ACTIVE,0000011,9.50,7.250,3.130
815871012812,81587101281,2301121,,ELITE,ELITE GUM BAZOOKA CUBES SF,2.000,OZ,12,33.600,4.09,Specialty Groce,DAILY KOSHER,CHOCOLATE & NOVELTY,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,ACTIVE,0000013,9.00,10.000,9.200
815871012836,81587101283,2301123,,ELITE,ELITE GUM PEPPERMINT CUBES SF,2.000,OZ,12,33.600,4.09,Specialty Groce,DAILY KOSHER,CHOCOLATE & NOVELTY,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,ACTIVE,0000013,9.02,10.000,9.200
815871012829,81587101282,2301124,,ELITE,ELITE GUM SPEARMINT CUBES SF,2.000,OZ,12,33.600,4.09,Specialty Groce,DAILY KOSHER,CHOCOLATE & NOVELTY,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,ACTIVE,0000013,9.02,10.000,9.200
053035000149,05303500014,2301153,,SWEET HAVEN,SWEET HAVEN CHOC CARAMEL POUCH,3.800,OZ,6,21.360,5.09,Specialty Groce,CHOCOLATE & NOV,BAGGED CHOCOLATES,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000016,12.99,5.710,7.650
053035000057,05303500005,2301156,,SWEET HAVEN,SWEET HAVEN CANDY CHEWY BERRY POUCH,4.400,OZ,6,16.620,3.99,Specialty Groce,CHOCOLATE & NOV,OTHER CANDY,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,ACTIVE,0000015,11.81,5.120,8.740
053035000026,05303500002,2301157,,SWEET HAVEN,SWEET HAVEN CANDY CHEWY TRPCAL POUCH,4.440,OZ,6,16.620,3.99,Specialty Groce,CHOCOLATE & NOV,OTHER CANDY,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,ACTIVE,0000015,11.81,5.120,8.740
850030869807,85003086980,2301160,,PRODOUGH BAKERY,PRODOUGH BAKERY MIX PROTEIN DONUT CIN SGR,7.760,OZ,12,94.680,11.29,Specialty Groce,BAKING INGREDIE,BAKING MIX - ALL PUR,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000014,10.00,6.000,5.200
850030869890,85003086989,2301161,,PRODOUGH BAKERY,PRODOUGH BAKERY MIX DONUT WLD BLUBRRY,6.900,OZ,12,94.680,11.29,Specialty Groce,BAKING INGREDIE,BAKING MIX - DONUT,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000014,10.00,6.000,5.200
850030869852,85003086985,2301163,,PRODOUGH BAKERY,PRODOUGH BAKERY MIX DONUT LEMON PPYSD,7.760,OZ,12,98.400,11.79,Specialty Groce,BAKING INGREDIE,BAKING MIX - ALL PUR,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000014,10.00,6.000,5.200
850046726095,85004672609,2301167,,PRODOUGH BAKERY,PRODOUGH BAKERY CUPCAKES PROTEIN CHOC,13.40,OZ,12,72.960,8.69,Specialty Groce,BAKING INGREDIE,BAKING MIX - ALL PUR,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000014,10.00,6.000,12.100
850046726101,85004672610,2301168,,PRODOUGH BAKERY,PRODOUGH BAKERY CUPCAKES PROTEIN CIN SWRL,13.40,OZ,12,72.960,8.69,Specialty Groce,BAKING INGREDIE,BAKING MIX - ALL PUR,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000014,10.00,6.000,12.100
850046726132,85004672613,2301169,,PRODOUGH BAKERY,PRODOUGH BAKERY CUPCAKE PROTEIN VANILLA,13.40,OZ,12,72.960,8.69,Specialty Groce,BAKING INGREDIE,BAKING MIX - ALL PUR,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000014,10.00,6.000,12.100
857595002137,85759500213,2301219,,MEAT MITCH,MEAT MITCH SAUCE WHOMP WHITE,16.00,OZ,6,35.940,8.59,Specialty Groce,CONDIMENTS DRES,BBQ SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000009,6.30,7.250,11.250
819215022109,81921502210,2301233,,WATERLOO SPARKL,WATERLOO SPARKLING WATER WATER SPK ORAN VAN 1,144.0,FO,2,11.160,7.99,Natural Grocery,SPARKLING WATER,FLAVORED MULTI SERVE,SPARKLING WATER,NATURAL GROCERY,100,ACTIVE,0000015,10.55,4.880,19.600
819215022116,81921502211,2301234,,WATERLOO SPARKL,WATERLOO SPARKLING WATER WATER SPRK GN CT TWS,144.0,FO,2,11.160,7.99,Natural Grocery,SPARKLING WATER,FLAVORED MULTI SERVE,SPARKLING WATER,NATURAL GROCERY,100,ACTIVE,0000015,10.55,4.880,19.600
810021671864,81002167186,2301239,,SIMPLE MILLS,SIMPLE MILLS MIX PANCAKE WAFFLE COCOA,10.00,OZ,6,36.360,8.69,Specialty Groce,PANCAKE WAFFLE,PANCAKES & WAFFLE MI,PANCAKE WAFFLE BREAKFAST,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,5.56,8.120,4.610
816897023684,81689702368,2301241,,FOUR SIGMATIC,FOUR SIGMATIC CREAMER COCONUT VAN ORG,4.230,OZ,6,53.160,12.69,Natural Grocery,COFFEE COCOA CI,COFFEE SUBSTITUTE,COFFEE & HOT CHOCOLATE,NATURAL GROCERY,100,ACTIVE,0000003,7.12,11.120,1.590
755795700009,75579570000,2301266,,KINDERS,KINDERS SAUCE BBQ MILD SQZ,15.50,FO,6,19.740,4.79,Specialty Groce,CONDIMENTS DRES,BBQ SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.460
755795700016,75579570001,2301268,,KINDERS,KINDERS SAUCE BBQ HOT SQZ,15.50,FO,6,19.740,4.79,Specialty Groce,CONDIMENTS DRES,BBQ SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.460
755795700061,75579570006,2301274,,KINDERS,KINDERS SAUCE BBQ HONEY SQZ,15.50,FO,6,19.740,4.79,Specialty Groce,CONDIMENTS DRES,BBQ SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.460
755795700078,75579570007,2301277,,KINDERS,KINDERS SAUCE BBQ HONEY HOT SQZ,15.50,FO,6,19.740,4.79,Specialty Groce,CONDIMENTS DRES,BBQ SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.460
755795700054,75579570005,2301281,,KINDERS,KINDERS SAUCE BBQ GOLD SQZ,15.30,OZ,6,19.740,4.79,Specialty Groce,CONDIMENTS DRES,BBQ SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.380
755795700030,75579570003,2301286,,KINDERS,KINDERS SAUCE BBQ GARLIC RSTD SQZ,15.50,FO,6,19.740,4.79,Specialty Groce,CONDIMENTS DRES,BBQ SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.460
755795700085,75579570008,2301290,,KINDERS,KINDERS SAUCE BBQ HICKRY MOLSS SQZ,15.80,OZ,6,19.740,4.79,Specialty Groce,CONDIMENTS DRES,BBQ SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.570
755795701006,75579570100,2301293,,KINDERS,KINDERS MARINADE TERIYAKI SQZ,15.50,FO,6,19.740,4.79,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.460
755795701013,75579570101,2301294,,KINDERS,KINDERS MARINADE TERYKI SPCY SQZ,15.50,FO,6,19.740,4.79,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.460
755795657006,75579565700,2301297,,KINDERS,KINDERS SAUCE COOKING JAPNSE BBQ,15.50,OZ,6,31.920,7.69,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.340
755795657013,75579565701,2301299,,KINDERS,KINDERS SAUCE COOKING THAI BBQ,15.50,OZ,6,31.920,7.69,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,6.340
755795702003,75579570200,2301301,,KINDERS,KINDERS SAUCE DIPPING BURGR CLAS,12.70,FO,6,31.920,7.69,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,5.410
755795702027,75579570202,2301303,,KINDERS,KINDERS SAUCE DIP CRMY RSTD GARLC,12.80,OZ,6,31.920,7.69,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,5.440
755795704038,75579570403,2301305,,KINDERS,KINDERS SAUCE DIPPING BAJA TACO,12.60,OZ,6,31.920,7.69,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,5.370
755795704052,75579570405,2301309,,KINDERS,KINDERS SAUCE DIPPING THE CKN SC,12.70,FO,6,31.920,7.69,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.000,5.410
810021671888,81002167188,2301312,,SIMPLE MILLS,SIMPLE MILLS BAR CHOC BRWNIE SFT BKED,5.990,OZ,6,24.300,5.79,Specialty Groce,NUTRITION BARS,LIFESTYLE,NUTRITION BARS,SPECIALTY GROCERY,100,ACTIVE,0000011,6.62,5.750,2.980
849547021174,84954702117,2301323,,BIRDIE AND LOUI,BIRDIE AND LOUIE FOOD CAT WET TNA TUESDAY,3.000,OZ,12,13.560,1.69,Pet Supplies,PET PRODUCTS,CAT WET FOOD,PET PRODUCTS,PET SUPPLIES,100,ACTIVE,0000008,6.00,2.800,3.100
850048479012,85004847901,2301330,,VOYAGE FOODS,VOYAGE FOODS SPREAD SEED HAZLNUT FREE,13.00,OZ,8,32.000,5.79,Natural Grocery,NUT BUTTERS,OTHER NUT/SEED BUTTE,NUT BUTTERS & TAHINI,NATURAL GROCERY,100,ACTIVE,0000012,6.00,3.750,7.800
870539001003,87053900100,2301340,,LOVO,LOVO BAR CHOC HAZELNUT MILK,2.820,OZ,12,38.640,4.69,Specialty Groce,CHOCOLATE & NOV,CHOCOLATE BARS,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000013,14.25,6.750,29.200
849547022133,84954702213,2301346,,BIRDIE AND LOUI,BIRDIE AND LOUIE FOOD CAT WET TUNA OLIVE,3.000,OZ,12,13.560,1.69,Pet Supplies,PET PRODUCTS,CAT WET FOOD,PET PRODUCTS,PET SUPPLIES,100,ACTIVE,0000008,6.00,2.800,3.100
849547022126,84954702212,2301347,,BIRDIE AND LOUI,BIRDIE AND LOUIE FOOD CAT WET SEAFD SNDY,3.000,OZ,12,13.560,1.69,Pet Supplies,PET PRODUCTS,CAT WET FOOD,PET PRODUCTS,PET SUPPLIES,100,ACTIVE,0000008,6.00,2.800,3.100
849547022218,84954702221,2301348,,BIRDIE AND LOUI,BIRDIE AND LOUIE FOOD CAT WET TUNA PNAPL,3.000,OZ,12,13.560,1.69,Pet Supplies,PET PRODUCTS,CAT WET FOOD,PET PRODUCTS,PET SUPPLIES,100,ACTIVE,0000008,6.00,2.800,3.100
849547022119,84954702211,2301349,,BIRDIE AND LOUI,BIRDIE AND LOUIE FOOD WET CAT TUNA PAPAYA,3.000,OZ,12,13.560,1.69,Pet Supplies,PET PRODUCTS,CAT WET FOOD,PET PRODUCTS,PET SUPPLIES,100,MANUFACTURER_TEMP_OUT,0000008,6.00,2.800,3.100
849547022492,84954702249,2301350,,BIRDIE AND LOUI,BIRDIE AND LOUIE FOOD WET DOG CHCKN VGGIE,13.00,OZ,12,31.800,3.79,Pet Supplies,PET PRODUCTS,DOG WET FOOD,PET PRODUCTS,PET SUPPLIES,100,MANUFACTURER_TEMP_OUT,0000011,8.80,4.000,11.300
870539001010,87053900101,2301351,,LOVO,LOVO BAR CHOC COCONUT MILK,2.820,OZ,12,38.640,4.69,Specialty Groce,CHOCOLATE & NOV,CHOCOLATE BARS,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000013,14.25,6.750,29.200
870539001027,87053900102,2301354,,LOVO,LOVO BAR CHOC ALMONDMILK,2.820,OZ,12,38.640,4.69,Specialty Groce,CHOCOLATE & NOV,CHOCOLATE BARS,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000013,14.25,6.750,29.200
870539001034,87053900103,2301355,,LOVO,LOVO BAR CHOC OATMILK,2.820,OZ,12,38.640,4.69,Specialty Groce,CHOCOLATE & NOV,CHOCOLATE BARS,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000013,14.25,6.750,29.200
849547022485,84954702248,2301366,,BIRDIE AND LOUI,BIRDIE AND LOUIE FOOD WET DOG CHKN RICE,13.00,OZ,12,31.800,3.79,Pet Supplies,PET PRODUCTS,DOG WET FOOD,PET PRODUCTS,PET SUPPLIES,100,MANUFACTURER_TEMP_OUT,0000011,8.80,4.000,11.300
849547022669,84954702266,2301368,,BIRDIE AND LOUI,BIRDIE AND LOUIE FOOD WET DOG CHKN TRKY,13.00,OZ,12,38.640,4.69,Pet Supplies,PET PRODUCTS,DOG WET FOOD,PET PRODUCTS,PET SUPPLIES,100,ACTIVE,0000011,8.80,4.000,11.300
849547022478,84954702247,2301370,,BIRDIE AND LOUI,BIRDIE AND LOUIE FOOD WET DOG CHKN SALMON,13.00,OZ,12,38.640,4.69,Pet Supplies,PET PRODUCTS,DOG WET FOOD,PET PRODUCTS,PET SUPPLIES,100,ACTIVE,0000011,8.80,4.000,11.300
859772005443,85977200544,2301386,,LIVE LOVE POP,LIVE LOVE POP POPCORN SEA SLT HLLWN,4.400,OZ,12,37.320,4.49,Specialty Groce,CHIPS & PRETZEL,RTE POPCORN,CHIPS & PRETZELS,SPECIALTY GROCERY,100,ACTIVE,0000024,15.50,13.250,6.500
071072801819,07107280181,2301391,,ALESSI,ALESSI GRINDER BLCK PEPR NO LBL,1.340,OZ,36,58.680,2.39,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,11.00,5.250,12.690
071072801802,07107280180,2301392,,ALESSI,ALESSI GRINDER SALT NO LABEL,2.830,OZ,36,44.640,1.79,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000011,11.00,5.250,16.040
855868002181,85586800218,2301496,,ZOUP GOOD REALL,ZOUP GOOD REALLY BISQUE MUSHROOM PORTABLL,16.00,OZ,6,25.080,5.99,Specialty Groce,SS SOUP CHILI B,READY TO EAT SOUP,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,5.87,6.650,10.000
855868002297,85586800229,2301497,,ZOUP GOOD REALL,ZOUP GOOD REALLY SOUP CHICKEN NOODLE,16.00,OZ,6,25.080,5.99,Specialty Groce,SS SOUP CHILI B,READY TO EAT SOUP,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000008,5.87,6.650,10.000
855868002044,85586800204,2301498,,ZOUP GOOD REALL,ZOUP GOOD REALLY CHILI BEAN BLACK,16.00,OZ,6,25.080,5.99,Specialty Groce,SS SOUP CHILI B,READY TO EAT SOUP,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000008,5.87,6.650,10.000
855868002273,85586800227,2301499,,ZOUP GOOD REALL,ZOUP GOOD REALLY SOUP CHICKEN POTPIE,16.00,OZ,6,25.080,5.99,Specialty Groce,SS SOUP CHILI B,READY TO EAT SOUP,SS SOUP CHILI BROTH STOCK BLLN,SPECIALTY GROCERY,100,ACTIVE,0000008,5.87,6.650,10.000
860001888157,86000188815,2301505,,JAYMOS,JAYMOS SEASONING S EVRYTHG,3.440,OZ,6,26.940,6.49,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000006,4.20,5.500,1.300
850033206258,85003320625,2301508,,MACHU PICCHU,MACHU PICCHU YERBA MATE ALP MNT ORG,12.00,FO,12,28.080,3.39,Natural Grocery,ENERGY DRINKS,NON CARB,ENERGY DRINKS,NATURAL GROCERY,100,ACTIVE,0000009,6.90,6.200,10.200
850033206234,85003320623,2301512,,MACHU PICCHU,MACHU PICCHU YERBA MATE OCN CITRS ORG,12.00,FO,12,28.080,3.39,Natural Grocery,ENERGY DRINKS,NON CARB,ENERGY DRINKS,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,6.90,6.200,10.200
860001888164,86000188816,2301515,,JAYMOS,JAYMOS SEASONING S SPCY EVRYTHG,3.440,OZ,6,26.940,6.49,Natural Grocery,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000006,6.20,4.200,1.300
190298002258,19029800225,2301564,,LOUISIANA BRAND,LOUISIANA BRAND SAUCE HOT GARLIC LOVERS,6.000,FO,12,19.920,2.39,Specialty Groce,CONDIMENTS DRES,HOT SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.75,7.620,10.220
190298002265,19029800226,2301565,,LOUISIANA BRAND,LOUISIANA BRAND SAUCE HOT TANGY TACO,6.000,FO,12,19.920,2.39,Specialty Groce,CONDIMENTS DRES,HOT SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.75,7.620,10.220
190298002289,19029800228,2301566,,LOUISIANA BRAND,LOUISIANA BRAND SAUCE HOT SOUTHWST JLAPN,6.000,FO,12,19.920,2.39,Specialty Groce,CONDIMENTS DRES,HOT SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.75,7.620,10.220
892245002105,89224500210,2301580,,FIBER GOURMET,FIBER GOURMET PASTA LIGHT ELBOWS,8.000,OZ,12,50.760,6.09,Natural Grocery,SS PASTA,SHORT CUT PASTA,SS PASTA,NATURAL GROCERY,100,ACTIVE,0000008,11.10,7.200,7.000
852081007641,85208100764,2301611,,CRAFT SPICE BLE,CRAFT SPICE BLENDS SEASONING BRWPB GAR CHVE,3.500,OZ,6,35.340,8.49,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000006,4.50,5.000,3.700
850039286551,85003928655,2301664,,LIQUID IV,LIQUID IV HYDRATION MANGO 10CTBX,5.640,OZ,1,14.560,20.89,Herbs,PERFORMANCE NUT,ENERGY/ ELECTROLYTES,PERFORMANCE NUTRITION,NUTRITIONALS,100,ACTIVE,0000012,9.00,6.500,4.200
852081007658,85208100765,2301670,,CRAFT SPICE BLE,CRAFT SPICE BLENDS SEASONING FIVE O GUAC SW,3.800,OZ,6,35.340,8.49,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000006,4.50,5.000,3.800
812475012965,81247501296,2301693,,ALO,ALO JUICE ALOE SPK WHT GRAPE,11.20,FO,12,21.360,2.59,Natural Grocery,JUICE BLEND,FUNCTIONAL JUICES,JUICE BLEND,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,7.10,6.000,9.900
852081007603,85208100760,2301717,,CRAFT SPICE BLE,CRAFT SPICE BLENDS SEASONING TEQUILA LIME,3.800,OZ,6,35.340,8.49,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000006,4.50,5.000,3.800
872513005984,87251300598,2301731,,BIRDS,BIRDS POWDER CUSTARD,8.800,OZ,12,52.200,6.29,Specialty Groce,BAKING,BRITISH,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000014,11.00,3.600,8.250
810165014619,81016501461,2301735,,YUMEARTH,YUMEARTH POPS ELDERBERRY,3.300,OZ,6,28.080,6.69,Specialty Groce,CHOCOLATE & NOV,OTHER CANDY,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000007,5.25,7.250,2.250
832544000211,83254400021,2301767,,CLIPPER,CLIPPER TEA DECAF ORG,1.410,OZ,6,24.660,5.89,Natural Grocery,TEA,BLACK TEA BAG,TEA,NATURAL GROCERY,100,ACTIVE,0000005,6.73,8.660,1.270
810165014626,81016501462,2301779,,YUMEARTH,YUMEARTH POPS ANTI OXIDANT,3.300,OZ,6,27.900,6.69,Specialty Groce,CHOCOLATE & NOV,OTHER CANDY,CHOCOLATE & NOVELTY CONFECTION,SPECIALTY GROCERY,100,ACTIVE,0000008,4.25,7.250,1.490
